declaration	historical_owner	destination_module	code	tier	disposition
NumStability.ginibreRightCrossLinearMap	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreOrthogonalFiber	S_GIN_PLANES	source	relocated
NumStability.ginibreRightProjectCoreLinearMap	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreOrthogonalFiber	S_GIN_PLANES	source	relocated
NumStability.ginibreRightProjectCoreLinearMap_fst	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreOrthogonalFiber	S_GIN_PLANES	source	relocated
NumStability.ginibreRightProjectCoreLinearMap_snd	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreOrthogonalFiber	S_GIN_PLANES	source	relocated
NumStability.ginibreRightProjectLinearMap	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreOrthogonalFiber	S_GIN_PLANES	source	relocated
NumStability.ginibreShiftJointDensity_eq	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.GinibreTraceDensity	S_GIN_PROB	source	relocated
NumStability.ginibreShiftShear	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.GinibreTraceDensity	S_GIN_PROB	source	relocated
NumStability.ginibreShiftShear_leftInverse	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.GinibreTraceDensity	S_GIN_PROB	source	relocated
NumStability.ginibreShiftShear_rightInverse	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.GinibreTraceDensity	S_GIN_PROB	source	relocated
NumStability.ginibreShiftedDeterminantPermutationTerm	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.ginibreShiftedPermutationPairCoordinateFactor	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.ginibreShiftedPermutationPairCoordinateProduct	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.ginibreSignedFixedFiber_integrand_eq	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreOrthogonalFiber	S_GIN_PLANES	source	relocated
NumStability.ginibreSignedGaussianPositiveRegion	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedGaussian	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedGaussian	S_GIN_SIGNED	source	relocated
NumStability.ginibreSignedGaussianRotatedIntegrand	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedGaussian	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedGaussian	S_GIN_SIGNED	source	relocated
NumStability.ginibreSignedGaussianRotation	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedGaussian	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedGaussian	S_GIN_SIGNED	source	relocated
NumStability.ginibreSignedGaussianRotationMatrix	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedGaussian	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedGaussian	S_GIN_SIGNED	source	relocated
NumStability.ginibreSignedGaussianRotationOrthogonal	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedGaussian	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedGaussian	S_GIN_SIGNED	source	relocated
NumStability.ginibreSignedGaussianRotationScale	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedGaussian	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedGaussian	S_GIN_SIGNED	source	relocated
NumStability.ginibreSignedGaussianRotationScale_pos	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedGaussian	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedGaussian	S_GIN_SIGNED	source	relocated
NumStability.ginibreSignedGaussianRotationScale_sq	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedGaussian	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedGaussian	S_GIN_SIGNED	source	relocated
NumStability.ginibreSignedGaussianRotation_apply	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedGaussian	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedGaussian	S_GIN_SIGNED	source	relocated
NumStability.ginibreSignedGaussianRotation_mem_ordered_iff	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedGaussian	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedGaussian	S_GIN_SIGNED	source	relocated
NumStability.ginibreSignedGaussianRotation_symm_apply	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedGaussian	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedGaussian	S_GIN_SIGNED	source	relocated
NumStability.ginibreSignedOneRootMoment	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	S_GIN_SIGNED	source	retained
NumStability.ginibreSignedTwoRootSlice	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	S_GIN_SIGNED	source	retained
NumStability.ginibreSwapIndex	NumStability.Algorithms.TestMatrices.Higham28GinibreAtlas	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreAtlas	S_GIN_PLANES	source	relocated
NumStability.ginibreSwapIndex_symm_apply_chosen	NumStability.Algorithms.TestMatrices.Higham28GinibreAtlas	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreAtlas	S_GIN_PLANES	source	relocated
NumStability.ginibreSwapIndex_symm_apply_last	NumStability.Algorithms.TestMatrices.Higham28GinibreAtlas	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreAtlas	S_GIN_PLANES	source	relocated
NumStability.ginibreSwap_normalized_eigenpair	NumStability.Algorithms.TestMatrices.Higham28GinibreAtlas	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreAtlas	S_GIN_PLANES	source	relocated
NumStability.ginibreTopRowsLinearMap	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreOrthogonalFiber	S_GIN_PLANES	source	relocated
NumStability.ginibreTopRowsLinearMap_apply	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreOrthogonalFiber	S_GIN_PLANES	source	relocated
NumStability.ginibreTraceCorrelatedDensityReal	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.GinibreTraceDensity	S_GIN_PROB	source	relocated
NumStability.ginibreTraceCorrelatedDensityReal_factor_traceless	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.GinibreTraceDensity	S_GIN_PROB	source	relocated
NumStability.ginibreTraceCorrelatedDensityReal_pos	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.GinibreTraceDensity	S_GIN_PROB	source	relocated
NumStability.ginibreTraceCorrelatedDensity_traceStretch_mul_sqrt	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreAbsoluteDetRecurrence	S_GIN_FINEXP	source	relocated
NumStability.ginibreTraceQuadratic	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.GinibreTraceDensity	S_GIN_PROB	source	relocated
NumStability.ginibreTraceQuadratic_eq_traceless_add_trace	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.GinibreTraceDensity	S_GIN_PROB	source	relocated
NumStability.ginibreTraceQuadratic_traceStretch	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreAbsoluteDetRecurrence	S_GIN_FINEXP	source	relocated
NumStability.ginibreTraceStretch	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreAbsoluteDetRecurrence	S_GIN_FINEXP	source	relocated
NumStability.ginibreTracelessPart	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.GinibreTraceDensity	S_GIN_PROB	source	relocated
NumStability.ginibreTracelessPart_traceStretch	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreAbsoluteDetRecurrence	S_GIN_FINEXP	source	relocated
NumStability.ginibreTruncatedExternalShiftWeight	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedIncidence	S_GIN_SIGNED	source	relocated
NumStability.ginibreTruncatedExternalShiftWeight_charpoly	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedIncidence	S_GIN_SIGNED	source	relocated
NumStability.ginibreTruncatedExternalShiftWeight_incidence	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedIncidence	S_GIN_SIGNED	source	relocated
NumStability.ginibreTwoEntryVector	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreDimensionTwo	S_GIN_PLANES	source	relocated
NumStability.ginibreTwoEntryVector_preimage_discriminantEvent	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreDimensionTwo	S_GIN_PLANES	source	relocated
NumStability.ginibreTwoRotationMatrix	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreDimensionTwo	S_GIN_PLANES	source	relocated
NumStability.ginibreTwoRotationOrthogonal	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreDimensionTwo	S_GIN_PLANES	source	relocated
NumStability.ginibreTwoRotationScale	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreDimensionTwo	S_GIN_PLANES	source	relocated
NumStability.ginibreTwoRotationScale_sq	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreDimensionTwo	S_GIN_PLANES	source	relocated
NumStability.ginibreTwoRotation_preimage_cone	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreDimensionTwo	S_GIN_PLANES	source	relocated
NumStability.ginibreUnshiftShear	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.GinibreTraceDensity	S_GIN_PROB	source	relocated
NumStability.ginibreVectorDiscriminantEvent	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreDimensionTwo	S_GIN_PLANES	source	relocated
NumStability.ginibre_complexShiftedDet_eq_sum_permutationTerms	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.ginibre_det_eq_sum_permutationTerms	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.ginibre_normalized_eigenpair	NumStability.Algorithms.TestMatrices.Higham28GinibreMultiplicity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.GinibreMultiplicity	S_GIN_ROOT	source	relocated
NumStability.ginibre_shift_completeSquare	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.GinibreTraceDensity	S_GIN_PROB	source	relocated
NumStability.ginibre_shiftedDet_eq_sum_permutationTerms	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.gsColumnNorm2_orthogonalGroup_mulVec	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.GaussianQRHaar	S_S03_STEWART	source	relocated
NumStability.gsDot_orthogonalGroup_mulVec	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.GaussianQRHaar	S_S03_STEWART	source	relocated
NumStability.hasDerivAt_ginibre_signed_boundary_primitive	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedScalar	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedScalar	S_GIN_SIGNED	source	relocated
NumStability.hasDerivAt_shiftedHilbertSchurPrimitive	NumStability.Algorithms.TestMatrices.Higham28ShiftedHilbert	NumStability.Analysis.TestMatrices.Hilbert.ShiftedHilbert	R_HILBERT	reusable	relocated
NumStability.hasFDerivAt_ginibreIncidenceChart	NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.GinibreIncidence	S_GIN_INC	source	relocated
NumStability.hasFDerivAt_ginibreIncidenceTopRight	NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.GinibreIncidence	S_GIN_INC	source	relocated
NumStability.hasFDerivAt_ginibrePlaneChart	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	S_GIN_PLANES	source	retained
NumStability.hasFDerivAt_ginibrePlaneChartTopRight	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	S_GIN_PLANES	source	retained
NumStability.hasPositiveDominantEigenvalue_of_strictlyPositive	NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.Probability	S_GIN_PROB	source	relocated
NumStability.headTailEquiv	NumStability.Algorithms.TestMatrices.Higham28Cauchy	NumStability.Analysis.TestMatrices.Cauchy.Cauchy	R_CAUCHY	reusable	relocated
NumStability.higham28ColumnScalingCounterSigns	NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	NumStability.Source.Higham.Chapter28.Section04.ReciprocalSpectrumSPD.ReciprocalSPD	S_S04_RSPD	source	relocated
NumStability.higham28ColumnScalingCounterSigns_pm_one	NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	NumStability.Source.Higham.Chapter28.Section04.ReciprocalSpectrumSPD.ReciprocalSPD	S_S04_RSPD	source	relocated
NumStability.higham28ColumnScalingCounterX	NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	NumStability.Source.Higham.Chapter28.Section04.ReciprocalSpectrumSPD.ReciprocalSPD	S_S04_RSPD	source	relocated
NumStability.higham28ColumnScalingCounterZ	NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	NumStability.Source.Higham.Chapter28.Section04.ReciprocalSpectrumSPD.ReciprocalSPD	S_S04_RSPD	source	relocated
NumStability.higham28ColumnScalingCounterZInv	NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	NumStability.Source.Higham.Chapter28.Section04.ReciprocalSpectrumSPD.ReciprocalSPD	S_S04_RSPD	source	relocated
NumStability.higham28ColumnScalingCounterZ_det_isUnit	NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	NumStability.Source.Higham.Chapter28.Section04.ReciprocalSpectrumSPD.ReciprocalSPD	S_S04_RSPD	source	relocated
NumStability.higham28ColumnScalingCounterZ_inv	NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	NumStability.Source.Higham.Chapter28.Section04.ReciprocalSpectrumSPD.ReciprocalSPD	S_S04_RSPD	source	relocated
NumStability.higham28ColumnScalingCounterZ_lower	NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	NumStability.Source.Higham.Chapter28.Section04.ReciprocalSpectrumSPD.ReciprocalSPD	S_S04_RSPD	source	relocated
NumStability.higham28ColumnScalingCounter_involution	NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	NumStability.Source.Higham.Chapter28.Section04.ReciprocalSpectrumSPD.ReciprocalSPD	S_S04_RSPD	source	relocated
NumStability.higham28ColumnScalingCounter_right_scaling_fails	NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	NumStability.Source.Higham.Chapter28.Section04.ReciprocalSpectrumSPD.ReciprocalSPD	S_S04_RSPD	source	relocated
