declaration	kind	visibility	historical_owner	destination_module	tier	disposition	command_root	start_line
NumStability.ComputedUniformRowScaleDen.den_ne_zero	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedUniformRowScaleDen.exact	definition	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.exact	99
NumStability.ComputedUniformRowScaleDen.exact_den	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.exact_den	112
NumStability.ComputedUniformRowScaleDen.exact_den_abs_error	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.exact_den_abs_error	116
NumStability.ComputedUniformRowScaleDen.flDivThenSqrt	definition	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.flDivThenSqrt	179
NumStability.ComputedUniformRowScaleDen.flDivThenSqrt_den	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.flDivThenSqrt_den	300
NumStability.ComputedUniformRowScaleDen.flDivThenSqrt_den_abs_error	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.flDivThenSqrt_den_abs_error	305
NumStability.ComputedUniformRowScaleDen.flInvMulThenSqrt	definition	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.flInvMulThenSqrt	311
NumStability.ComputedUniformRowScaleDen.flInvMulThenSqrt_den	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.flInvMulThenSqrt_den	495
NumStability.ComputedUniformRowScaleDen.flInvMulThenSqrt_den_abs_error	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.flInvMulThenSqrt_den_abs_error	500
NumStability.ComputedUniformRowScaleDen.flSqrtDivSqrt	definition	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.flSqrtDivSqrt	507
NumStability.ComputedUniformRowScaleDen.flSqrtDivSqrt_den	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.flSqrtDivSqrt_den	682
NumStability.ComputedUniformRowScaleDen.flSqrtDivSqrt_den_abs_error	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.flSqrtDivSqrt_den_abs_error	687
NumStability.ComputedUniformRowScaleDen.flSqrtExactInput	definition	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.flSqrtExactInput	120
NumStability.ComputedUniformRowScaleDen.flSqrtExactInput_den	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.flSqrtExactInput_den	169
NumStability.ComputedUniformRowScaleDen.flSqrtExactInput_den_abs_error	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.flSqrtExactInput_den_abs_error	174
NumStability.ComputedUniformRowScaleDen.flSqrtMulInvSqrt	definition	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.flSqrtMulInvSqrt	693
NumStability.ComputedUniformRowScaleDen.flSqrtMulInvSqrt_den	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.flSqrtMulInvSqrt_den	930
NumStability.ComputedUniformRowScaleDen.flSqrtMulInvSqrt_den_abs_error	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.flSqrtMulInvSqrt_den_abs_error	936
NumStability.ComputedUniformRowScaleDen.mk	constructor	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedUniformRowScaleDen.mk.inj	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedUniformRowScaleDen.mk.injEq	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedUniformRowScaleDen.mk.noConfusion	definition	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedUniformRowScaleDen.mk.sizeOf_spec	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedUniformRowScaleDen.noConfusion	definition	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedUniformRowScaleDen.noConfusionType	definition	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedUniformRowScaleDen.rec	recursor	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedUniformRowScaleDen.recOn	definition	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedVector	inductive	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector	118
NumStability.ComputedVector.abs_error	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector	118
NumStability.ComputedVector.abs_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector	118
NumStability.ComputedVector.abs_error_nonneg	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector	118
NumStability.ComputedVector.casesOn	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector	118
NumStability.ComputedVector.ctorIdx	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector	118
NumStability.ComputedVector.entry_abs_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.entry_abs_error_bound	132
NumStability.ComputedVector.exact	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.exact	137
NumStability.ComputedVector.exact_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.exact_abs_error	153
NumStability.ComputedVector.exact_vector	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.exact_vector	149
NumStability.ComputedVector.flAddZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flAddZeroRight	197
NumStability.ComputedVector.flAddZeroRight_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flAddZeroRight_abs_error	225
NumStability.ComputedVector.flAddZeroRight_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flAddZeroRight_entry_error_bound	229
NumStability.ComputedVector.flAddZeroRight_vector	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flAddZeroRight_vector	221
NumStability.ComputedVector.flMulOne	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flMulOne	157
NumStability.ComputedVector.flMulOne_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flMulOne_abs_error	186
NumStability.ComputedVector.flMulOne_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flMulOne_entry_error_bound	190
NumStability.ComputedVector.flMulOne_vector	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flMulOne_vector	182
NumStability.ComputedVector.flStoredSign	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flStoredSign	276
NumStability.ComputedVector.flStoredSignAddZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flStoredSignAddZeroRight	309
NumStability.ComputedVector.flStoredSignAddZeroRight_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flStoredSignAddZeroRight_abs_error	332
NumStability.ComputedVector.flStoredSignAddZeroRight_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flStoredSignAddZeroRight_entry_error_bound	337
NumStability.ComputedVector.flStoredSignAddZeroRight_vector	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flStoredSignAddZeroRight_vector	327
NumStability.ComputedVector.flStoredSignSubZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flStoredSignSubZeroRight	345
NumStability.ComputedVector.flStoredSignSubZeroRight_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flStoredSignSubZeroRight_abs_error	368
NumStability.ComputedVector.flStoredSignSubZeroRight_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flStoredSignSubZeroRight_entry_error_bound	373
NumStability.ComputedVector.flStoredSignSubZeroRight_vector	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flStoredSignSubZeroRight_vector	363
NumStability.ComputedVector.flStoredSign_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flStoredSign_abs_error	298
NumStability.ComputedVector.flStoredSign_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flStoredSign_entry_error_bound	302
NumStability.ComputedVector.flStoredSign_vector	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flStoredSign_vector	293
NumStability.ComputedVector.flSubZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flSubZeroRight	236
NumStability.ComputedVector.flSubZeroRight_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flSubZeroRight_abs_error	265
NumStability.ComputedVector.flSubZeroRight_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flSubZeroRight_entry_error_bound	269
NumStability.ComputedVector.flSubZeroRight_vector	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector.flSubZeroRight_vector	261
NumStability.ComputedVector.mk	constructor	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedVector	118
